team_id,opp_team_id,game_id,game_dt,result,team_goals,opp_goals,points_earned,result_60,team_goals_60,opp_goals_60,points_earned_60,result_75,team_goals_75,opp_goals_75,points_earned_75
ARS,NEW,9,2019-08-11T08:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
ARS,BUR,11,2019-08-17T06:30:00Z,W,2,1,3,D,1,1,1,W,2,1,3
ARS,LIV,27,2019-08-24T11:30:00Z,L,1,3,0,L,0,3,0,L,0,3,0
ARS,TOT,40,2019-09-01T10:30:00Z,D,2,2,1,L,1,2,0,D,2,2,1
ARS,WAT,49,2019-09-15T10:30:00Z,D,2,2,1,W,2,1,3,W,2,1,3
ARS,AVL,59,2019-09-22T10:30:00Z,W,3,2,3,L,1,2,0,L,1,2,0
ARS,MU,70,2019-09-30T14:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
ARS,BOU,77,2019-10-06T08:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
ARS,SHU,90,2019-10-21T14:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
ARS,CP,98,2019-10-27T11:30:00Z,D,2,2,1,D,2,2,1,D,2,2,1
ARS,WOL,102,2019-11-02T10:00:00Z,D,1,1,1,W,1,0,3,W,1,0,3
ARS,LC,117,2019-11-09T11:30:00Z,L,0,2,0,D,0,0,1,L,0,2,0
ARS,SOU,123,2019-11-23T09:00:00Z,D,2,2,1,D,1,1,1,L,1,2,0
ARS,NOR,137,2019-12-01T08:00:00Z,D,2,2,1,D,2,2,1,D,2,2,1
ARS,BHA,150,2019-12-05T14:15:00Z,L,1,2,0,D,1,1,1,D,1,1,1
ARS,WHU,160,2019-12-09T14:00:00Z,W,3,1,3,D,1,1,1,W,3,1,3
ARS,MC,169,2019-12-15T10:30:00Z,L,0,3,0,L,0,3,0,L,0,3,0
ARS,EVE,171,2019-12-21T06:30:00Z,D,0,0,1,D,0,0,1,D,0,0,1
ARS,BOU,181,2019-12-26T09:00:00Z,D,1,1,1,L,0,1,0,D,1,1,1
ARS,CHE,197,2019-12-29T08:00:00Z,L,1,2,0,W,1,0,3,W,1,0,3
ARS,MU,208,2020-01-01T14:00:00Z,W,2,0,3,W,2,0,3,W,2,0,3
ARS,CP,211,2020-01-11T06:30:00Z,D,1,1,1,D,1,1,1,D,1,1,1
ARS,SHU,221,2020-01-18T09:00:00Z,D,1,1,1,W,1,0,3,W,1,0,3
ARS,CHE,235,2020-01-21T14:15:00Z,D,2,2,1,L,0,1,0,D,1,1,1
ARS,BUR,249,2020-02-02T08:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
ARS,NEW,258,2020-02-16T10:30:00Z,W,4,0,3,W,2,0,3,W,2,0,3
ARS,EVE,269,2020-02-23T10:30:00Z,W,3,2,3,W,3,2,3,W,3,2,3
ARS,WHU,280,2020-03-07T09:00:00Z,W,1,0,3,D,0,0,1,D,0,0,1
AVL,TOT,7,2019-08-10T11:30:00Z,L,1,3,0,W,1,0,3,D,1,1,1
AVL,BOU,12,2019-08-17T09:00:00Z,L,1,2,0,L,0,2,0,L,1,2,0
AVL,EVE,21,2019-08-23T14:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
AVL,CP,33,2019-08-31T09:00:00Z,L,0,1,0,D,0,0,1,L,0,1,0
AVL,WHU,50,2019-09-16T14:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
AVL,ARS,59,2019-09-22T10:30:00Z,L,2,3,0,W,2,1,3,W,2,1,3
AVL,BUR,63,2019-09-28T09:00:00Z,D,2,2,1,W,1,0,3,D,1,1,1
AVL,NOR,74,2019-10-05T09:00:00Z,W,5,1,3,W,3,0,3,W,4,0,3
AVL,BHA,83,2019-10-19T09:00:00Z,W,2,1,3,D,1,1,1,D,1,1,1
AVL,MC,92,2019-10-26T06:30:00Z,L,0,3,0,L,0,1,0,L,0,3,0
AVL,LIV,103,2019-11-02T10:00:00Z,L,1,2,0,W,1,0,3,W,1,0,3
AVL,WOL,119,2019-11-10T08:00:00Z,L,1,2,0,L,0,1,0,L,0,1,0
AVL,NEW,130,2019-11-25T14:00:00Z,W,2,0,3,W,2,0,3,W,2,0,3
AVL,MU,140,2019-12-01T10:30:00Z,D,2,2,1,D,1,1,1,D,2,2,1
AVL,CHE,146,2019-12-04T13:30:00Z,L,1,2,0,L,1,2,0,L,1,2,0
AVL,LC,156,2019-12-08T08:00:00Z,L,1,4,0,L,1,3,0,L,1,4,0
AVL,SHU,165,2019-12-14T09:00:00Z,L,0,2,0,L,0,1,0,L,0,2,0
AVL,SOU,173,2019-12-21T09:00:00Z,L,1,3,0,L,0,3,0,L,1,3,0
AVL,NOR,182,2019-12-26T09:00:00Z,W,1,0,3,D,0,0,1,W,1,0,3
AVL,WAT,193,2019-12-28T09:00:00Z,L,0,3,0,L,0,1,0,L,0,3,0
AVL,BUR,201,2020-01-01T06:30:00Z,W,2,1,3,W,2,0,3,W,2,0,3
AVL,MC,219,2020-01-12T09:30:00Z,L,1,6,0,L,0,5,0,L,0,5,0
AVL,BHA,222,2020-01-18T09:00:00Z,D,1,1,1,L,0,1,0,D,1,1,1
AVL,WAT,231,2020-01-21T13:30:00Z,W,2,1,3,L,0,1,0,D,1,1,1
AVL,BOU,242,2020-02-01T09:00:00Z,L,1,2,0,L,0,2,0,L,1,2,0
AVL,TOT,257,2020-02-16T08:00:00Z,L,2,3,0,D,2,2,1,D,2,2,1
AVL,SOU,265,2020-02-22T09:00:00Z,L,0,2,0,L,0,1,0,L,0,1,0
AVL,LC,288,2020-03-09T15:00:00Z,L,0,4,0,L,0,1,0,L,0,2,0
BOU,SHU,3,2019-08-10T09:00:00Z,D,1,1,1,D,0,0,1,W,1,0,3
BOU,AVL,12,2019-08-17T09:00:00Z,W,2,1,3,W,2,0,3,W,2,1,3
BOU,MC,28,2019-08-25T08:00:00Z,L,1,3,0,L,1,2,0,L,1,3,0
BOU,LC,34,2019-08-31T09:00:00Z,L,1,3,0,L,1,2,0,L,1,3,0
BOU,EVE,48,2019-09-15T08:00:00Z,W,3,1,3,D,1,1,1,W,3,1,3
BOU,SOU,51,2019-09-20T14:00:00Z,W,3,1,3,W,2,1,3,W,2,1,3
BOU,WHU,62,2019-09-28T09:00:00Z,D,2,2,1,W,2,1,3,D,2,2,1
BOU,ARS,77,2019-10-06T08:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
BOU,NOR,82,2019-10-19T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
BOU,WAT,94,2019-10-26T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
BOU,MU,101,2019-11-02T07:30:00Z,W,1,0,3,W,1,0,3,W,1,0,3
BOU,NEW,114,2019-11-09T09:00:00Z,L,1,2,0,L,1,2,0,L,1,2,0
BOU,WOL,122,2019-11-23T09:00:00Z,L,1,2,0,L,1,2,0,L,1,2,0
BOU,TOT,135,2019-11-30T09:00:00Z,L,2,3,0,L,0,2,0,L,1,3,0
BOU,CP,141,2019-12-03T13:30:00Z,L,0,1,0,D,0,0,1,D,0,0,1
BOU,LIV,152,2019-12-07T09:00:00Z,L,0,3,0,L,0,3,0,L,0,3,0
BOU,CHE,163,2019-12-14T09:00:00Z,W,1,0,3,D,0,0,1,D,0,0,1
BOU,BUR,172,2019-12-21T09:00:00Z,L,0,1,0,D,0,0,1,D,0,0,1
BOU,ARS,181,2019-12-26T09:00:00Z,D,1,1,1,W,1,0,3,D,1,1,1
BOU,BHA,190,2019-12-28T06:30:00Z,L,0,2,0,L,0,1,0,L,0,1,0
BOU,WHU,207,2020-01-01T11:30:00Z,L,0,4,0,L,0,3,0,L,0,4,0
BOU,WAT,218,2020-01-12T08:00:00Z,L,0,3,0,L,0,1,0,L,0,2,0
BOU,NOR,224,2020-01-18T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
BOU,BHA,230,2020-01-21T13:30:00Z,W,3,1,3,W,2,0,3,W,3,0,3
BOU,AVL,242,2020-02-01T09:00:00Z,W,2,1,3,W,2,0,3,W,2,1,3
BOU,SHU,253,2020-02-09T08:00:00Z,L,1,2,0,D,1,1,1,D,1,1,1
BOU,BUR,262,2020-02-22T09:00:00Z,L,0,3,0,L,0,1,0,L,0,2,0
BOU,CHE,273,2020-02-29T09:00:00Z,D,2,2,1,W,2,1,3,W,2,1,3
BOU,LIV,279,2020-03-07T06:30:00Z,L,1,2,0,L,1,2,0,L,1,2,0
BHA,WAT,6,2019-08-10T09:00:00Z,W,3,0,3,W,1,0,3,W,2,0,3
BHA,WHU,13,2019-08-17T09:00:00Z,D,1,1,1,D,0,0,1,D,1,1,1
BHA,SOU,23,2019-08-24T09:00:00Z,L,0,2,0,L,0,1,0,L,0,1,0
BHA,MC,35,2019-08-31T09:00:00Z,L,0,4,0,L,0,3,0,L,0,3,0
BHA,BUR,42,2019-09-14T09:00:00Z,D,1,1,1,W,1,0,3,W,1,0,3
BHA,NEW,56,2019-09-21T11:30:00Z,D,0,0,1,D,0,0,1,D,0,0,1
BHA,CHE,64,2019-09-28T09:00:00Z,L,0,2,0,L,0,1,0,L,0,1,0
BHA,TOT,71,2019-10-05T06:30:00Z,W,3,0,3,W,2,0,3,W,3,0,3
BHA,AVL,83,2019-10-19T09:00:00Z,L,1,2,0,D,1,1,1,D,1,1,1
BHA,EVE,93,2019-10-26T09:00:00Z,W,3,2,3,D,1,1,1,L,1,2,0
BHA,NOR,104,2019-11-02T10:00:00Z,W,2,0,3,D,0,0,1,W,1,0,3
BHA,MU,118,2019-11-10T08:00:00Z,L,1,3,0,L,0,2,0,L,1,3,0
BHA,LC,124,2019-11-23T09:00:00Z,L,0,2,0,D,0,0,1,L,0,1,0
BHA,LIV,134,2019-11-30T09:00:00Z,L,1,2,0,L,0,2,0,L,0,2,0
BHA,ARS,150,2019-12-05T14:15:00Z,W,2,1,3,D,1,1,1,D,1,1,1
BHA,WOL,159,2019-12-08T10:30:00Z,D,2,2,1,D,2,2,1,D,2,2,1
BHA,CP,170,2019-12-16T13:45:00Z,D,1,1,1,W,1,0,3,W,1,0,3
BHA,SHU,174,2019-12-21T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
BHA,TOT,180,2019-12-26T06:30:00Z,L,1,2,0,D,1,1,1,L,1,2,0
BHA,BOU,190,2019-12-28T06:30:00Z,W,2,0,3,W,1,0,3,W,1,0,3
BHA,CHE,200,2020-01-01T06:30:00Z,D,1,1,1,L,0,1,0,L,0,1,0
BHA,EVE,213,2020-01-11T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
BHA,AVL,222,2020-01-18T09:00:00Z,D,1,1,1,W,1,0,3,D,1,1,1
BHA,BOU,230,2020-01-21T13:30:00Z,L,1,3,0,L,0,2,0,L,0,3,0
BHA,WHU,247,2020-02-01T09:00:00Z,D,3,3,1,L,1,3,0,L,2,3,0
BHA,WAT,252,2020-02-08T11:30:00Z,D,1,1,1,L,0,1,0,L,0,1,0
BHA,SHU,264,2020-02-22T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
BHA,CP,272,2020-02-29T06:30:00Z,L,0,1,0,D,0,0,1,L,0,1,0
BHA,WOL,284,2020-03-07T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
BUR,SOU,4,2019-08-10T09:00:00Z,W,3,0,3,D,0,0,1,W,3,0,3
BUR,ARS,11,2019-08-17T06:30:00Z,L,1,2,0,D,1,1,1,L,1,2,0
BUR,WOL,30,2019-08-25T10:30:00Z,D,1,1,1,W,1,0,3,W,1,0,3
BUR,LIV,38,2019-08-31T11:30:00Z,L,0,3,0,L,0,2,0,L,0,2,0
BUR,BHA,42,2019-09-14T09:00:00Z,D,1,1,1,L,0,1,0,L,0,1,0
BUR,NOR,53,2019-09-21T09:00:00Z,W,2,0,3,W,2,0,3,W,2,0,3
BUR,AVL,63,2019-09-28T09:00:00Z,D,2,2,1,L,0,1,0,D,1,1,1
BUR,EVE,72,2019-10-05T09:00:00Z,W,1,0,3,D,0,0,1,W,1,0,3
BUR,LC,85,2019-10-19T09:00:00Z,L,1,2,0,D,1,1,1,L,1,2,0
BUR,CHE,96,2019-10-26T11:30:00Z,L,2,4,0,L,0,4,0,L,0,4,0
BUR,SHU,106,2019-11-02T10:00:00Z,L,0,3,0,L,0,3,0,L,0,3,0
BUR,WHU,113,2019-11-09T09:00:00Z,W,3,0,3,W,3,0,3,W,3,0,3
BUR,WAT,127,2019-11-23T09:00:00Z,W,3,0,3,W,1,0,3,W,1,0,3
BUR,CP,132,2019-11-30T09:00:00Z,L,0,2,0,L,0,1,0,L,0,1,0
BUR,MC,142,2019-12-03T14:15:00Z,L,1,4,0,L,0,1,0,L,0,2,0
BUR,TOT,153,2019-12-07T09:00:00Z,L,0,5,0,L,0,4,0,L,0,5,0
BUR,NEW,162,2019-12-14T09:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
BUR,BOU,172,2019-12-21T09:00:00Z,W,1,0,3,D,0,0,1,D,0,0,1
BUR,EVE,185,2019-12-26T09:00:00Z,L,0,1,0,D,0,0,1,D,0,0,1
BUR,MU,196,2019-12-28T13:45:00Z,L,0,2,0,L,0,1,0,L,0,1,0
BUR,AVL,201,2020-01-01T06:30:00Z,L,1,2,0,L,0,2,0,L,0,2,0
BUR,CHE,212,2020-01-11T09:00:00Z,L,0,3,0,L,0,3,0,L,0,3,0
BUR,LC,228,2020-01-19T08:00:00Z,W,2,1,3,D,1,1,1,D,1,1,1
BUR,MU,238,2020-01-22T14:15:00Z,W,2,0,3,W,2,0,3,W,2,0,3
BUR,ARS,249,2020-02-02T08:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
BUR,SOU,255,2020-02-15T06:30:00Z,W,2,1,3,W,2,1,3,W,2,1,3
BUR,BOU,262,2020-02-22T09:00:00Z,W,3,0,3,W,1,0,3,W,2,0,3
BUR,NEW,274,2020-02-29T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
BUR,TOT,285,2020-03-07T11:30:00Z,D,1,1,1,D,1,1,1,D,1,1,1
CHE,MU,10,2019-08-11T10:30:00Z,L,0,4,0,L,0,1,0,L,0,3,0
CHE,LC,19,2019-08-18T10:30:00Z,D,1,1,1,W,1,0,3,D,1,1,1
CHE,NOR,22,2019-08-24T06:30:00Z,W,3,2,3,D,2,2,1,W,3,2,3
CHE,SHU,32,2019-08-31T09:00:00Z,D,2,2,1,W,2,1,3,W,2,1,3
CHE,WOL,46,2019-09-14T09:00:00Z,W,5,2,3,W,4,0,3,W,4,1,3
CHE,LIV,60,2019-09-22T10:30:00Z,L,1,2,0,L,0,2,0,L,1,2,0
CHE,BHA,64,2019-09-28T09:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
CHE,SOU,79,2019-10-06T08:00:00Z,W,4,1,3,W,3,1,3,W,3,1,3
CHE,NEW,84,2019-10-19T09:00:00Z,W,1,0,3,D,0,0,1,W,1,0,3
CHE,BUR,96,2019-10-26T11:30:00Z,W,4,2,3,W,4,0,3,W,4,0,3
CHE,WAT,108,2019-11-02T12:30:00Z,W,2,1,3,W,2,0,3,W,2,0,3
CHE,CP,112,2019-11-09T06:30:00Z,W,2,0,3,W,1,0,3,W,1,0,3
CHE,MC,128,2019-11-23T11:30:00Z,L,1,2,0,L,1,2,0,L,1,2,0
CHE,WHU,133,2019-11-30T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
CHE,AVL,146,2019-12-04T13:30:00Z,W,2,1,3,W,2,1,3,W,2,1,3
CHE,EVE,151,2019-12-07T06:30:00Z,L,1,3,0,L,1,2,0,L,1,2,0
CHE,BOU,163,2019-12-14T09:00:00Z,L,0,1,0,D,0,0,1,D,0,0,1
CHE,TOT,179,2019-12-22T10:30:00Z,W,2,0,3,W,2,0,3,W,2,0,3
CHE,SOU,183,2019-12-26T09:00:00Z,L,0,2,0,L,0,1,0,L,0,2,0
CHE,ARS,197,2019-12-29T08:00:00Z,W,2,1,3,L,0,1,0,L,0,1,0
CHE,BHA,200,2020-01-01T06:30:00Z,D,1,1,1,W,1,0,3,W,1,0,3
CHE,BUR,212,2020-01-11T09:00:00Z,W,3,0,3,W,3,0,3,W,3,0,3
CHE,NEW,227,2020-01-18T11:30:00Z,L,0,1,0,D,0,0,1,D,0,0,1
CHE,ARS,235,2020-01-21T14:15:00Z,D,2,2,1,W,1,0,3,D,1,1,1
CHE,LC,241,2020-02-01T06:30:00Z,D,2,2,1,D,1,1,1,D,2,2,1
CHE,MU,259,2020-02-17T14:00:00Z,L,0,2,0,L,0,1,0,L,0,2,0
CHE,TOT,261,2020-02-22T06:30:00Z,W,2,1,3,W,2,0,3,W,2,0,3
CHE,BOU,273,2020-02-29T09:00:00Z,D,2,2,1,L,1,2,0,L,1,2,0
CHE,EVE,286,2020-03-08T09:00:00Z,W,4,0,3,W,4,0,3,W,4,0,3
CP,EVE,5,2019-08-10T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
CP,SHU,18,2019-08-18T08:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
CP,MU,24,2019-08-24T09:00:00Z,W,2,1,3,W,1,0,3,W,1,0,3
CP,AVL,33,2019-08-31T09:00:00Z,W,1,0,3,D,0,0,1,W,1,0,3
CP,TOT,45,2019-09-14T09:00:00Z,L,0,4,0,L,0,4,0,L,0,4,0
CP,WOL,57,2019-09-22T08:00:00Z,D,1,1,1,W,1,0,3,W,1,0,3
CP,NOR,65,2019-09-28T09:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
CP,WHU,76,2019-10-05T11:30:00Z,W,2,1,3,L,0,1,0,D,1,1,1
CP,MC,88,2019-10-19T11:30:00Z,L,0,2,0,L,0,2,0,L,0,2,0
CP,ARS,98,2019-10-27T11:30:00Z,D,2,2,1,D,2,2,1,D,2,2,1
CP,LC,109,2019-11-03T08:00:00Z,L,0,2,0,L,0,1,0,L,0,1,0
CP,CHE,112,2019-11-09T06:30:00Z,L,0,2,0,L,0,1,0,L,0,1,0
CP,LIV,125,2019-11-23T09:00:00Z,L,1,2,0,L,0,1,0,L,0,1,0
CP,BUR,132,2019-11-30T09:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
CP,BOU,141,2019-12-03T13:30:00Z,W,1,0,3,D,0,0,1,D,0,0,1
CP,WAT,154,2019-12-07T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
CP,BHA,170,2019-12-16T13:45:00Z,D,1,1,1,L,0,1,0,L,0,1,0
