team_id,opp_team_id,game_id,game_dt,result,team_goals,opp_goals,points_earned,result_60,team_goals_60,opp_goals_60,points_earned_60,result_75,team_goals_75,opp_goals_75,points_earned_75
NOR,MU,100,2019-10-27T11:30:00Z,L,1,3,0,L,0,2,0,L,0,3,0
NOR,BHA,104,2019-11-02T10:00:00Z,L,0,2,0,D,0,0,1,L,0,1,0
NOR,WAT,111,2019-11-08T14:00:00Z,L,0,2,0,L,0,2,0,L,0,2,0
NOR,EVE,126,2019-11-23T09:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
NOR,ARS,137,2019-12-01T08:00:00Z,D,2,2,1,D,2,2,1,D,2,2,1
NOR,SOU,147,2019-12-04T13:30:00Z,L,1,2,0,L,0,2,0,L,1,2,0
NOR,SHU,158,2019-12-08T08:00:00Z,L,1,2,0,L,1,2,0,L,1,2,0
NOR,LC,164,2019-12-14T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
NOR,WOL,176,2019-12-21T09:00:00Z,L,1,2,0,D,1,1,1,D,1,1,1
NOR,AVL,182,2019-12-26T09:00:00Z,L,0,1,0,D,0,0,1,L,0,1,0
NOR,TOT,194,2019-12-28T11:30:00Z,D,2,2,1,D,1,1,1,W,2,1,3
NOR,CP,206,2020-01-01T11:30:00Z,D,1,1,1,W,1,0,3,W,1,0,3
NOR,MU,215,2020-01-11T09:00:00Z,L,0,4,0,L,0,3,0,L,0,3,0
NOR,BOU,224,2020-01-18T09:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
NOR,TOT,237,2020-01-22T13:30:00Z,L,1,2,0,L,0,1,0,D,1,1,1
NOR,NEW,245,2020-02-01T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
NOR,LIV,256,2020-02-15T11:30:00Z,L,0,1,0,D,0,0,1,D,0,0,1
NOR,WOL,268,2020-02-23T08:00:00Z,L,0,3,0,L,0,3,0,L,0,3,0
NOR,LC,271,2020-02-28T14:00:00Z,W,1,0,3,D,0,0,1,W,1,0,3
NOR,SHU,282,2020-03-07T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
SHU,BOU,3,2019-08-10T09:00:00Z,D,1,1,1,D,0,0,1,L,0,1,0
SHU,CP,18,2019-08-18T08:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
SHU,LC,25,2019-08-24T09:00:00Z,L,1,2,0,L,0,1,0,L,1,2,0
SHU,CHE,32,2019-08-31T09:00:00Z,D,2,2,1,L,1,2,0,L,1,2,0
SHU,SOU,44,2019-09-14T09:00:00Z,L,0,1,0,D,0,0,1,L,0,1,0
SHU,EVE,54,2019-09-21T09:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
SHU,LIV,61,2019-09-28T06:30:00Z,L,0,1,0,D,0,0,1,L,0,1,0
SHU,WAT,75,2019-10-05T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
SHU,ARS,90,2019-10-21T14:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
SHU,WHU,95,2019-10-26T09:00:00Z,D,1,1,1,L,0,1,0,D,1,1,1
SHU,BUR,106,2019-11-02T10:00:00Z,W,3,0,3,W,3,0,3,W,3,0,3
SHU,TOT,116,2019-11-09T09:00:00Z,D,1,1,1,L,0,1,0,L,0,1,0
SHU,MU,129,2019-11-24T10:30:00Z,D,3,3,1,W,2,0,3,W,2,1,3
SHU,WOL,138,2019-12-01T08:00:00Z,D,1,1,1,W,1,0,3,D,1,1,1
SHU,NEW,149,2019-12-05T13:30:00Z,L,0,2,0,L,0,1,0,L,0,2,0
SHU,NOR,158,2019-12-08T08:00:00Z,W,2,1,3,W,2,1,3,W,2,1,3
SHU,AVL,165,2019-12-14T09:00:00Z,W,2,0,3,W,1,0,3,W,2,0,3
SHU,BHA,174,2019-12-21T09:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
SHU,WAT,186,2019-12-26T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
SHU,MC,199,2019-12-29T12:00:00Z,L,0,2,0,L,0,1,0,L,0,1,0
SHU,LIV,209,2020-01-02T14:00:00Z,L,0,2,0,L,0,1,0,L,0,2,0
SHU,WHU,210,2020-01-10T14:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
SHU,ARS,221,2020-01-18T09:00:00Z,D,1,1,1,L,0,1,0,L,0,1,0
SHU,MC,233,2020-01-21T13:30:00Z,L,0,1,0,D,0,0,1,L,0,1,0
SHU,CP,243,2020-02-01T09:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
SHU,BOU,253,2020-02-09T08:00:00Z,W,2,1,3,D,1,1,1,D,1,1,1
SHU,BHA,264,2020-02-22T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
SHU,NOR,282,2020-03-07T09:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
SOU,BUR,4,2019-08-10T09:00:00Z,L,0,3,0,D,0,0,1,L,0,3,0
SOU,LIV,16,2019-08-17T09:00:00Z,L,1,2,0,L,0,1,0,L,0,2,0
SOU,BHA,23,2019-08-24T09:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
SOU,MU,31,2019-08-31T06:30:00Z,D,1,1,1,D,1,1,1,D,1,1,1
SOU,SHU,44,2019-09-14T09:00:00Z,W,1,0,3,D,0,0,1,W,1,0,3
SOU,BOU,51,2019-09-20T14:00:00Z,L,1,3,0,L,1,2,0,L,1,2,0
SOU,TOT,66,2019-09-28T09:00:00Z,L,1,2,0,L,1,2,0,L,1,2,0
SOU,CHE,79,2019-10-06T08:00:00Z,L,1,4,0,L,1,3,0,L,1,3,0
SOU,WOL,87,2019-10-19T09:00:00Z,D,1,1,1,W,1,0,3,D,1,1,1
SOU,LC,91,2019-10-25T14:00:00Z,L,0,9,0,L,0,7,0,L,0,7,0
SOU,MC,105,2019-11-02T10:00:00Z,L,1,2,0,W,1,0,3,D,1,1,1
SOU,EVE,115,2019-11-09T09:00:00Z,L,1,2,0,D,1,1,1,L,1,2,0
SOU,ARS,123,2019-11-23T09:00:00Z,D,2,2,1,D,1,1,1,W,2,1,3
SOU,WAT,136,2019-11-30T11:30:00Z,W,2,1,3,L,0,1,0,L,0,1,0
SOU,NOR,147,2019-12-04T13:30:00Z,W,2,1,3,W,2,0,3,W,2,1,3
SOU,NEW,157,2019-12-08T08:00:00Z,L,1,2,0,W,1,0,3,D,1,1,1
SOU,WHU,166,2019-12-14T11:30:00Z,L,0,1,0,L,0,1,0,L,0,1,0
SOU,AVL,173,2019-12-21T09:00:00Z,W,3,1,3,W,3,0,3,W,3,1,3
SOU,CHE,183,2019-12-26T09:00:00Z,W,2,0,3,W,1,0,3,W,2,0,3
SOU,CP,192,2019-12-28T09:00:00Z,D,1,1,1,L,0,1,0,D,1,1,1
SOU,TOT,203,2020-01-01T09:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
SOU,LC,214,2020-01-11T09:00:00Z,W,2,1,3,D,1,1,1,D,1,1,1
SOU,WOL,225,2020-01-18T09:00:00Z,L,2,3,0,W,2,1,3,D,2,2,1
SOU,CP,234,2020-01-21T13:30:00Z,W,2,0,3,W,2,0,3,W,2,0,3
SOU,LIV,244,2020-02-01T09:00:00Z,L,0,4,0,L,0,2,0,L,0,3,0
SOU,BUR,255,2020-02-15T06:30:00Z,L,1,2,0,L,1,2,0,L,1,2,0
SOU,AVL,265,2020-02-22T09:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
SOU,WHU,275,2020-02-29T09:00:00Z,L,1,3,0,L,1,3,0,L,1,3,0
SOU,NEW,283,2020-03-07T09:00:00Z,L,0,1,0,D,0,0,1,D,0,0,1
TOT,AVL,7,2019-08-10T11:30:00Z,W,3,1,3,L,0,1,0,D,1,1,1
TOT,MC,17,2019-08-17T11:30:00Z,D,2,2,1,D,2,2,1,D,2,2,1
TOT,NEW,29,2019-08-25T10:30:00Z,L,0,1,0,L,0,1,0,L,0,1,0
TOT,ARS,40,2019-09-01T10:30:00Z,D,2,2,1,W,2,1,3,D,2,2,1
TOT,CP,45,2019-09-14T09:00:00Z,W,4,0,3,W,4,0,3,W,4,0,3
TOT,LC,52,2019-09-21T06:30:00Z,L,1,2,0,W,1,0,3,D,1,1,1
TOT,SOU,66,2019-09-28T09:00:00Z,W,2,1,3,W,2,1,3,W,2,1,3
TOT,BHA,71,2019-10-05T06:30:00Z,L,0,3,0,L,0,2,0,L,0,3,0
TOT,WAT,86,2019-10-19T09:00:00Z,D,1,1,1,L,0,1,0,L,0,1,0
TOT,LIV,99,2019-10-27T11:30:00Z,L,1,2,0,D,1,1,1,L,1,2,0
TOT,EVE,110,2019-11-03T10:30:00Z,D,1,1,1,D,0,0,1,W,1,0,3
TOT,SHU,116,2019-11-09T09:00:00Z,D,1,1,1,W,1,0,3,W,1,0,3
TOT,WHU,121,2019-11-23T06:30:00Z,W,3,2,3,W,3,0,3,W,3,1,3
TOT,BOU,135,2019-11-30T09:00:00Z,W,3,2,3,W,2,0,3,W,3,1,3
TOT,MU,145,2019-12-04T13:30:00Z,L,1,2,0,L,1,2,0,L,1,2,0
TOT,BUR,153,2019-12-07T09:00:00Z,W,5,0,3,W,4,0,3,W,5,0,3
TOT,WOL,168,2019-12-15T08:00:00Z,W,2,1,3,W,1,0,3,D,1,1,1
TOT,CHE,179,2019-12-22T10:30:00Z,L,0,2,0,L,0,2,0,L,0,2,0
TOT,BHA,180,2019-12-26T06:30:00Z,W,2,1,3,D,1,1,1,W,2,1,3
TOT,NOR,194,2019-12-28T11:30:00Z,D,2,2,1,D,1,1,1,L,1,2,0
TOT,SOU,203,2020-01-01T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
TOT,LIV,217,2020-01-11T11:30:00Z,L,0,1,0,L,0,1,0,L,0,1,0
TOT,WAT,220,2020-01-18T06:30:00Z,D,0,0,1,D,0,0,1,D,0,0,1
TOT,NOR,237,2020-01-22T13:30:00Z,W,2,1,3,W,1,0,3,D,1,1,1
TOT,MC,250,2020-02-02T10:30:00Z,W,2,0,3,D,0,0,1,W,2,0,3
TOT,AVL,257,2020-02-16T08:00:00Z,W,3,2,3,D,2,2,1,D,2,2,1
TOT,CHE,261,2020-02-22T06:30:00Z,L,1,2,0,L,0,2,0,L,0,2,0
TOT,WOL,278,2020-03-01T08:00:00Z,L,2,3,0,D,2,2,1,L,2,3,0
TOT,BUR,285,2020-03-07T11:30:00Z,D,1,1,1,D,1,1,1,D,1,1,1
WAT,BHA,6,2019-08-10T09:00:00Z,L,0,3,0,L,0,1,0,L,0,2,0
WAT,EVE,14,2019-08-17T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
WAT,WHU,26,2019-08-24T09:00:00Z,L,1,3,0,D,1,1,1,L,1,3,0
WAT,NEW,36,2019-08-31T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
WAT,ARS,49,2019-09-15T10:30:00Z,D,2,2,1,L,1,2,0,L,1,2,0
WAT,MC,55,2019-09-21T09:00:00Z,L,0,8,0,L,0,7,0,L,0,7,0
WAT,WOL,67,2019-09-28T09:00:00Z,L,0,2,0,L,0,1,0,L,0,2,0
WAT,SHU,75,2019-10-05T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WAT,TOT,86,2019-10-19T09:00:00Z,D,1,1,1,W,1,0,3,W,1,0,3
WAT,BOU,94,2019-10-26T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WAT,CHE,108,2019-11-02T12:30:00Z,L,1,2,0,L,0,2,0,L,0,2,0
WAT,NOR,111,2019-11-08T14:00:00Z,W,2,0,3,W,2,0,3,W,2,0,3
WAT,BUR,127,2019-11-23T09:00:00Z,L,0,3,0,L,0,1,0,L,0,1,0
WAT,SOU,136,2019-11-30T11:30:00Z,L,1,2,0,W,1,0,3,W,1,0,3
WAT,LC,143,2019-12-04T13:30:00Z,L,0,2,0,L,0,1,0,L,0,1,0
WAT,CP,154,2019-12-07T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WAT,LIV,161,2019-12-14T06:30:00Z,L,0,2,0,L,0,1,0,L,0,1,0
WAT,MU,178,2019-12-22T08:00:00Z,W,2,0,3,W,2,0,3,W,2,0,3
WAT,SHU,186,2019-12-26T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
WAT,AVL,193,2019-12-28T09:00:00Z,W,3,0,3,W,1,0,3,W,3,0,3
WAT,WOL,204,2020-01-01T09:00:00Z,W,2,1,3,W,2,1,3,W,2,1,3
WAT,BOU,218,2020-01-12T08:00:00Z,W,3,0,3,W,1,0,3,W,2,0,3
WAT,TOT,220,2020-01-18T06:30:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WAT,AVL,231,2020-01-21T13:30:00Z,L,1,2,0,W,1,0,3,D,1,1,1
WAT,EVE,246,2020-02-01T09:00:00Z,L,2,3,0,D,2,2,1,D,2,2,1
WAT,BHA,252,2020-02-08T11:30:00Z,D,1,1,1,W,1,0,3,W,1,0,3
WAT,MU,267,2020-02-23T08:00:00Z,L,0,3,0,L,0,2,0,L,0,3,0
WAT,LIV,276,2020-02-29T11:30:00Z,W,3,0,3,W,2,0,3,W,3,0,3
WAT,CP,281,2020-03-07T09:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
WHU,MC,2,2019-08-10T06:30:00Z,L,0,5,0,L,0,2,0,L,0,3,0
WHU,BHA,13,2019-08-17T09:00:00Z,D,1,1,1,D,0,0,1,D,1,1,1
WHU,WAT,26,2019-08-24T09:00:00Z,W,3,1,3,D,1,1,1,W,3,1,3
WHU,NOR,37,2019-08-31T09:00:00Z,W,2,0,3,W,2,0,3,W,2,0,3
WHU,AVL,50,2019-09-16T14:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WHU,MU,58,2019-09-22T08:00:00Z,W,2,0,3,W,1,0,3,W,1,0,3
WHU,BOU,62,2019-09-28T09:00:00Z,D,2,2,1,L,1,2,0,D,2,2,1
WHU,CP,76,2019-10-05T11:30:00Z,L,1,2,0,W,1,0,3,D,1,1,1
WHU,EVE,81,2019-10-19T06:30:00Z,L,0,2,0,L,0,1,0,L,0,1,0
WHU,SHU,95,2019-10-26T09:00:00Z,D,1,1,1,W,1,0,3,D,1,1,1
WHU,NEW,107,2019-11-02T10:00:00Z,L,2,3,0,L,0,3,0,L,1,3,0
WHU,BUR,113,2019-11-09T09:00:00Z,L,0,3,0,L,0,3,0,L,0,3,0
WHU,TOT,121,2019-11-23T06:30:00Z,L,2,3,0,L,0,3,0,L,1,3,0
WHU,CHE,133,2019-11-30T09:00:00Z,W,1,0,3,W,1,0,3,W,1,0,3
WHU,WOL,144,2019-12-04T13:30:00Z,L,0,2,0,L,0,1,0,L,0,1,0
WHU,ARS,160,2019-12-09T14:00:00Z,L,1,3,0,D,1,1,1,L,1,3,0
WHU,SOU,166,2019-12-14T11:30:00Z,W,1,0,3,W,1,0,3,W,1,0,3
WHU,CP,184,2019-12-26T09:00:00Z,L,1,2,0,W,1,0,3,D,1,1,1
WHU,LC,195,2019-12-28T11:30:00Z,L,1,2,0,L,1,2,0,L,1,2,0
WHU,BOU,207,2020-01-01T11:30:00Z,W,4,0,3,W,3,0,3,W,4,0,3
WHU,SHU,210,2020-01-10T14:00:00Z,L,0,1,0,L,0,1,0,L,0,1,0
WHU,EVE,226,2020-01-18T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
WHU,LC,236,2020-01-22T13:30:00Z,L,1,4,0,L,1,2,0,L,1,2,0
WHU,LIV,240,2020-01-29T13:45:00Z,L,0,2,0,L,0,2,0,L,0,2,0
WHU,BHA,247,2020-02-01T09:00:00Z,D,3,3,1,W,3,1,3,W,3,2,3
WHU,MC,260,2020-02-19T13:30:00Z,L,0,2,0,L,0,1,0,L,0,2,0
WHU,LIV,270,2020-02-24T14:00:00Z,L,2,3,0,W,2,1,3,D,2,2,1
WHU,SOU,275,2020-02-29T09:00:00Z,W,3,1,3,W,3,1,3,W,3,1,3
WHU,ARS,280,2020-03-07T09:00:00Z,L,0,1,0,D,0,0,1,D,0,0,1
WOL,LC,8,2019-08-11T08:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WOL,MU,20,2019-08-19T14:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
WOL,BUR,30,2019-08-25T10:30:00Z,D,1,1,1,L,0,1,0,L,0,1,0
WOL,EVE,39,2019-09-01T08:00:00Z,L,2,3,0,L,1,2,0,D,2,2,1
WOL,CHE,46,2019-09-14T09:00:00Z,L,2,5,0,L,0,4,0,L,1,4,0
WOL,CP,57,2019-09-22T08:00:00Z,D,1,1,1,L,0,1,0,L,0,1,0
WOL,WAT,67,2019-09-28T09:00:00Z,W,2,0,3,W,1,0,3,W,2,0,3
WOL,MC,78,2019-10-06T08:00:00Z,W,2,0,3,D,0,0,1,D,0,0,1
WOL,SOU,87,2019-10-19T09:00:00Z,D,1,1,1,L,0,1,0,D,1,1,1
WOL,NEW,97,2019-10-27T09:00:00Z,D,1,1,1,L,0,1,0,D,1,1,1
WOL,ARS,102,2019-11-02T10:00:00Z,D,1,1,1,L,0,1,0,L,0,1,0
WOL,AVL,119,2019-11-10T08:00:00Z,W,2,1,3,W,1,0,3,W,1,0,3
WOL,BOU,122,2019-11-23T09:00:00Z,W,2,1,3,W,2,1,3,W,2,1,3
WOL,SHU,138,2019-12-01T08:00:00Z,D,1,1,1,L,0,1,0,D,1,1,1
WOL,WHU,144,2019-12-04T13:30:00Z,W,2,0,3,W,1,0,3,W,1,0,3
WOL,BHA,159,2019-12-08T10:30:00Z,D,2,2,1,D,2,2,1,D,2,2,1
WOL,TOT,168,2019-12-15T08:00:00Z,L,1,2,0,L,0,1,0,D,1,1,1
WOL,NOR,176,2019-12-21T09:00:00Z,W,2,1,3,D,1,1,1,D,1,1,1
WOL,MC,189,2019-12-27T13:45:00Z,W,3,2,3,L,1,2,0,L,1,2,0
WOL,LIV,198,2019-12-29T10:30:00Z,L,0,1,0,L,0,1,0,L,0,1,0
WOL,WAT,204,2020-01-01T09:00:00Z,L,1,2,0,L,1,2,0,L,1,2,0
WOL,NEW,216,2020-01-11T09:00:00Z,D,1,1,1,D,1,1,1,D,1,1,1
WOL,SOU,225,2020-01-18T09:00:00Z,W,3,2,3,L,1,2,0,D,2,2,1
WOL,LIV,239,2020-01-23T14:00:00Z,L,1,2,0,D,1,1,1,D,1,1,1
WOL,MU,248,2020-02-01T11:30:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WOL,LC,254,2020-02-14T14:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
WOL,NOR,268,2020-02-23T08:00:00Z,W,3,0,3,W,3,0,3,W,3,0,3
WOL,TOT,278,2020-03-01T08:00:00Z,W,3,2,3,D,2,2,1,W,3,2,3
WOL,BHA,284,2020-03-07T09:00:00Z,D,0,0,1,D,0,0,1,D,0,0,1
